,gpuName,G3Dmark,G2Dmark,price,gpuValue,TDP,powerPerformance,testDate,Desktop,"Desktop, Mobile",Mobile,"Mobile, Workstation",Unknown,Workstation
1752,GeForce 8700M GT,124,97,179.75990000000004,0.7178999999999999,29.0,4.28,2009,0,0,1,0,0,0
1753,M76M,124,279,250.0830000000002,0.5297999999999999,36.93,3.1722999999999986,2009,0,0,0,0,1,0
1754,Quadro FX 1400,124,152,245.01,0.51,70.0,1.77,2011,0,0,0,0,0,1
1755,Quadro FX 380M,124,124,174.4136,0.7242000000000001,25.0,4.96,2010,0,0,0,0,0,1
1756,Intel Haswell HD - GT1,123,492,204.1229000000002,0.6689,39.229,14.044599999999997,2014,0,0,0,0,1,0
1757,Matrox G200e WDDM 2.0,123,801,575.8006999999994,0.24709999999999982,96.175,21.027599999999985,2018,0,0,0,0,1,0
1758,Radeon HD 4250,123,408,194.40180000000012,0.6606000000000002,42.615,3.1016000000000012,2012,1,0,0,0,0,0
1759,Radeon HD 6310,123,39,106.62389999999992,1.1317000000000008,45.0,2.73,2012,0,0,1,0,0,0
1760,Radeon HD 7290M,123,90,115.98620000000001,1.1451000000000002,23.974000000000004,14.44299999999999,2014,0,0,0,0,1,0
1761,GeForce 310,122,61,108.35,1.12,30.5,3.99,2010,1,0,0,0,0,0
1762,GeForce 405,122,60,24.64,4.96,36.336999999999996,3.7521999999999975,2011,0,0,0,0,1,0
1763,GeForce 9500M G,122,172,119.22060000000003,1.1063000000000003,20.0,6.08,2009,0,0,1,0,0,0
1764,GeForce G210M,122,36,116.91000000000005,1.0604000000000007,14.0,8.72,2009,0,0,1,0,0,0
1765,GeForce GT 220M,121,92,189.8103000000001,0.6958999999999999,14.0,8.68,2009,0,0,1,0,0,0
1766,Radeon HD 2400,121,298,88.2,1.37,20.188000000000002,6.0386,2012,0,0,0,0,1,0
1767,Extreme AX850 PRO,120,218,624.5536999999991,0.2682999999999998,48.455,24.25019999999997,2018,0,0,0,0,1,0
1768,Qualcomm Adreno 540 GPU,120,52,673.4084999999997,0.2749999999999998,46.24,26.02089999999998,2021,0,0,0,0,1,0
1769,Qualcomm Adreno 618 GPU,120,61,668.1841999999996,0.2752999999999998,46.9,26.02089999999998,2021,0,0,0,0,1,0
1770,GeForce 9600M GS,119,67,166.93990000000002,0.7648000000000001,20.0,5.95,2009,0,0,1,0,0,0
1771,Radeon HD 2400 XT,119,357,134.11279999999996,0.9736000000000001,25.0,4.76,2011,1,0,0,0,0,0
1772,RV530 PRO,119,386,209.86210000000003,0.617,38.735,2.9304999999999994,2009,0,0,0,0,1,0
1773,Quadro FX 1700,118,44,350.14,0.34,42.0,2.8,2009,0,0,0,0,0,1
1774,Radeon HD 3450,118,29,89.0,1.33,25.0,4.74,2011,1,0,0,0,0,0
1775,FireMV 2260,117,488,88.08,1.33,15.0,7.82,2011,0,0,0,0,0,1
1776,GeForce 8600 GT,117,63,196.0,0.6,47.0,2.49,2012,1,0,0,0,0,0
1777,Mobile Intel 45 Express-Chipsatzfamilie,117,270,200.9221000000002,0.6453000000000002,47.121,2.479800000000003,2011,0,0,0,0,1,0
1778,PHDGD Quantic C3,117,351,159.4724999999999,0.7610999999999996,28.16,27.819799999999972,2017,0,0,0,0,1,0
1779,Radeon X1700 Targa Edition,117,255,235.90540000000016,0.5470999999999999,47.49,2.5070000000000032,2012,0,0,0,0,1,0
1780,FireGL V7200,116,348,145.96699999999987,0.8503000000000001,26.785,4.464500000000002,2010,0,0,0,0,0,1
1781,GeForce 315M,116,52,101.77949999999996,1.0644,14.0,8.31,2011,0,0,1,0,0,0
1782,Radeon X1600 XT,116,356,178.70960000000002,0.6469000000000001,42.0,2.75,2012,1,0,0,0,0,0
1783,FireGL V5200,115,348,133.4,0.86,33.34,3.5547000000000004,2009,0,0,0,0,0,1
1784,GeForce 8500 GT,115,39,133.7976000000001,0.8581000000000004,45.0,2.57,2009,1,0,0,0,0,0
1785,GeForce Go 7800,115,209,227.14390000000012,0.5298999999999997,35.0,3.28,2009,0,0,1,0,0,0
1786,NVS 3100M,115,42,116.03450000000001,0.9525000000000006,14.0,8.19,2011,0,0,0,0,0,1
1787,Radeon HD 7290,115,51,109.66349999999994,0.9980000000000002,21.515,5.658700000000002,2012,0,0,0,0,1,0
1788,RADEON X800 GTO,115,162,307.37310000000014,0.3923000000000003,45.615,2.4687000000000014,2010,1,0,0,0,0,0
1789,NVS 300,114,60,62.97,1.81,17.5,6.5,2011,0,0,0,0,0,1
1790,Quadro FX 560,114,360,150.25,0.76,30.0,3.8,2009,0,0,0,0,0,1
1791,Radeon HD 2400 Pro,114,346,167.45859999999996,0.6537999999999997,20.0,5.72,2011,1,0,0,0,0,0
1792,FirePro 2260,113,431,164.70119999999994,0.6646999999999994,39.045,2.7074999999999996,2010,0,0,0,0,1,0
1793,GeForce 6800,113,258,559.29,0.2,56.22,1.9248000000000018,2009,1,0,0,0,0,0
1794,Radeon X1950 Pro,113,318,355.5351000000003,0.3282999999999999,66.0,1.71,2009,1,0,0,0,0,0
1795,Sapphire RADEON X800 GT,113,274,286.6437000000003,0.39,48.005,2.352600000000001,2009,0,0,0,0,1,0
1796,GeForce 9400,112,99,148.35890000000006,0.7963000000000002,32.065,3.7286,2009,0,0,0,0,1,0
1797,Intel HD Modded,112,303,222.81520000000017,0.5542999999999999,38.519,13.257399999999997,2014,0,0,0,0,1,0
1798,Radeon HD 4200,112,372,197.2384000000001,0.6017000000000003,38.49,2.8251000000000004,2012,1,0,0,0,0,0
1799,FireGL V7350,111,344,119.42,0.93,22.772000000000002,5.515300000000003,2011,0,0,0,0,0,1
1800,GeForce 310M,111,27,100.21259999999991,1.0411,14.0,7.96,2012,0,0,1,0,0,0
1801,GeForce 9200M GS,111,55,109.1053,0.9065000000000009,13.0,8.58,2009,0,0,1,0,0,0
1802,GeForce 9300 GS,111,95,59.95,1.85,28.505,4.255700000000004,2009,1,0,0,0,0,0
1803,Mobility Radeon HD 3400 Serisi,111,239,190.73539999999997,0.6163000000000003,50.754,12.222099999999998,2014,0,0,0,0,1,0
1804,Quadro FX 570M,111,49,112.44420000000004,0.8986000000000008,45.0,2.47,2009,0,0,0,0,0,1
1805,GeForce 6800 LE,110,166,296.0208000000003,0.40200000000000025,43.725,2.2934000000000014,2009,1,0,0,0,0,0
1806,Radeon HD 2600 Pro AGP,110,137,176.7327,0.6315999999999997,48.495,2.2220000000000026,2011,0,0,0,0,1,0
1807,Radeon HD 4270,110,303,192.23780000000005,0.5902000000000001,39.855,2.4986000000000006,2010,0,0,0,0,1,0
1808,VIA/S3G Chrome 645/640 GPU,110,161,274.0254000000001,0.46089999999999987,55.865,1.9490000000000014,2012,0,0,0,0,1,0
1809,XFX Radeon HD 4650 AGP,110,138,696.3898999999998,0.28909999999999986,53.45,23.57699999999998,2019,0,0,0,0,1,0
1810,Radeon HD 4330,109,42,132.18409999999992,0.8525999999999999,32.62,3.7120000000000006,2012,0,0,0,0,1,0
1811,Radeon HD 6290,109,34,103.2989999999999,0.9879000000000001,45.0,2.43,2012,0,0,1,0,0,0
1812,GeForce G105M,108,46,240.95030000000017,0.5262999999999998,37.82,2.6628000000000003,2009,0,0,0,0,1,0
1813,Quadro FX 370 LP,108,481,215.42600000000002,0.5727,25.0,4.32,2012,0,0,0,0,0,1
1814,GeForce GT 320M,107,41,104.15489999999998,0.9570000000000004,14.0,7.64,2010,0,0,1,0,0,0
1815,Radeon Infoshock 3000,107,475,243.98760000000024,0.5223000000000001,36.459,27.19969999999998,2017,0,0,0,0,1,0
1816,GeForce Go 6800,106,205,188.82969999999997,0.6091000000000001,43.57,2.285400000000001,2009,0,0,1,0,0,0
1817,GeForce9400M,106,161,348.0772000000003,0.3705000000000001,49.665,2.091700000000002,2009,0,0,0,0,1,0
1818,Radeon X1950 GT,106,279,158.35289999999998,0.6746999999999995,57.0,1.86,2010,1,0,0,0,0,0
1819,GeForce 9400 GT,105,60,159.99,0.66,50.0,2.11,2010,1,0,0,0,0,0
1820,GeForce 9450,105,342,177.56680000000003,0.6349000000000001,49.025,9.5476,2013,0,0,0,0,1,0
1821,Mobility Radeon X1700,105,228,179.73059999999995,0.6102000000000001,49.855,2.085300000000003,2010,0,0,1,0,0,0
1822,GeForce 9500M,104,320,101.2,1.02,33.781,3.1690000000000005,2009,0,0,0,0,1,0
1823,GeForce 9500M GS,104,74,112.91710000000006,0.8873000000000006,20.0,5.18,2009,0,0,1,0,0,0
1824,M880G with Mobility Radeon HD 4250,104,270,203.11900000000017,0.6032000000000001,61.12,1.7095000000000011,2012,0,0,0,0,1,0
1825,Quadro FX 3400/4400,104,239,180.51029999999994,0.6215000000000002,101.0,1.03,2012,0,0,0,0,0,1
1826,FireGL V3400,103,353,191.387,0.5877,46.99,2.1119000000000003,2009,0,0,0,0,0,1
1827,GeForce 6800 GS/XT,103,196,164.06190000000004,0.6642999999999994,54.265,1.5490000000000006,2009,1,0,0,0,0,0
1828,GeForce G210,103,50,122.12,0.84,50.98,2.130800000000001,2009,0,0,0,0,1,0
1829,Quadro FX 370 Low Profile,103,492,148.30539999999993,0.7767999999999999,45.92,2.217999999999999,2010,0,0,0,0,1,0
1830,Radeon HD 4350,103,34,102.24,1.0,20.0,5.13,2012,1,0,0,0,0,0
1831,GeForce 8300,102,168,22.68,4.48,66.47,2.0592000000000006,2009,0,0,0,0,1,0
1832,Mobility Radeon HD 2400 XT,102,246,137.09879999999987,0.8406000000000001,59.81100000000001,1.4366999999999992,2011,0,0,1,0,0,0
1833,Quadro FX Go1400,102,223,178.40299999999996,0.6267,72.23,1.4242999999999997,2009,0,0,0,0,1,0
1834,Quadro FX 4000,101,78,117.46480000000005,0.874800000000001,142.0,0.71,2009,0,0,0,0,0,1
1835,Intel Media Accelerator HD,99,40,85.37840000000004,1.3367999999999993,33.745,3.0299999999999994,2011,0,0,0,0,1,0
1836,Radeon X1600 Pro,99,273,188.2579000000001,0.5952000000000003,41.0,2.41,2012,1,0,0,0,0,0
1837,GeForce 8400M GS,98,47,78.2,1.25,11.0,8.91,2009,0,0,1,0,0,0
1838,GeForce 9300GE,98,367,97.2,1.01,23.59,4.2291000000000025,2009,0,0,0,0,1,0
1839,ION LE,98,96,125.16230000000009,0.8370000000000011,32.398999999999994,3.2873000000000014,2009,0,0,0,0,1,0
1840,Mobility Radeon HD 3430,98,260,176.2455,0.5919000000000001,24.75,3.563000000000003,2009,0,0,1,0,0,0
1841,Mobility Radeon HD 4250,98,280,126.12099999999992,0.8258000000000009,34.082,2.7562999999999986,2010,0,0,1,0,0,0
1842,Radeon 3000,98,414,319.0,0.31,34.765,3.0369999999999986,2012,0,0,0,0,1,0
1843,RADEON X800 XT,98,271,189.43560000000008,0.5952000000000003,37.46,2.579599999999999,2012,1,0,0,0,0,0
1844,GeForce 210,97,39,54.92,1.77,30.5,3.19,2009,1,0,0,0,0,0
1845,Mobility Radeon HD serie 4200,97,227,185.7908,0.5965000000000001,38.47,10.410199999999996,2013,0,0,0,0,1,0
1846,Quadro NVS 130M,97,190,186.54510000000002,0.5768000000000001,10.0,9.73,2009,0,0,0,0,0,1
1847,Radeon HD 3000,96,264,177.55470000000005,0.6093000000000002,43.5,12.164699999999998,2014,0,0,0,0,1,0
1848,GeForce 6700 XL,95,243,128.2681999999998,0.7772000000000006,29.502,3.2428000000000026,2009,0,0,0,0,1,0
1849,MEDION RADEON X740XL,95,228,147.22469999999987,0.7365000000000004,30.317999999999998,3.0791000000000013,2009,0,0,0,0,1,0
1850,Matrox G200eW3 WDDM 2.0,94,316,189.16510000000017,0.5820000000000003,31.99,26.66319999999997,2017,0,0,0,0,1,0
1851,Mobility Radeon HD 3470 Hybrid X2,94,206,162.9938,0.6088999999999999,26.105,3.479900000000004,2009,0,0,0,0,1,0
1852,Radeon HD 6250,94,32,88.93489999999998,1.1152999999999995,35.0,2.7,2012,0,0,1,0,0,0
1853,FireGL V5100,93,250,114.96,0.81,27.276999999999997,3.500200000000003,2009,0,0,0,0,0,1
1854,M880G with Mobility Radeon HD 4200,93,260,173.2706999999999,0.5566000000000003,21.52,4.611000000000006,2009,0,0,0,0,1,0
1855,Mobility Radeon HD 3470,93,250,142.36119999999977,0.7428000000000006,30.788999999999998,3.0198000000000014,2009,0,0,1,0,0,0
1856,Mobility Radeon HD 4270,93,282,125.12829999999992,0.7992000000000009,33.757,2.8072999999999992,2010,0,0,1,0,0,0
1857,Quadro FX 370M,93,334,162.33089999999999,0.6011000000000001,20.0,4.66,2009,0,0,0,0,0,1
1858,Quadro NVS 150M,93,327,173.1643,0.5504000000000002,10.0,9.26,2009,0,0,0,0,0,1
1859,GeForce 8600 GS,92,100,154.63070000000005,0.6441999999999998,47.0,1.96,2009,1,0,0,0,0,0
1860,GeForce 9300M GS,92,33,43.42,2.12,13.0,7.1,2009,0,0,1,0,0,0
1861,GeForce G205M,92,294,99.4696999999999,0.9717999999999999,26.448,3.590900000000002,2010,0,0,0,0,1,0
1862,Mobility Radeon X1600,92,236,118.5860999999999,0.8268000000000009,31.691,3.0418000000000007,2009,0,0,1,0,0,0
1863,nForce 780a SLI,92,425,136.75989999999993,0.7601000000000004,33.665,2.7418999999999976,2009,0,0,0,0,1,0
1864,RADEON X600XT,92,258,262.30100000000004,0.4154,24.945,3.4320000000000035,2009,0,0,0,0,1,0
1865,Mobility Radeon HD 3450,91,247,145.06259999999978,0.7397000000000005,29.408999999999995,3.241000000000004,2009,0,0,1,0,0,0
1866,Mobility Radeon HD 4200,91,260,168.7852999999999,0.5756,36.73,2.383999999999999,2011,0,0,1,0,0,0
1867,Mobility Radeon HD 2400,90,212,167.03709999999992,0.5780000000000001,27.703999999999997,3.3216000000000037,2010,0,0,1,0,0,0
1868,Radeon HD 3470,90,95,109.65,0.82,30.0,2.99,2011,1,0,0,0,0,0
1869,GeForce 6610 XL,89,288,120.48489999999998,0.7895000000000008,32.86,2.8130999999999995,2009,0,0,0,0,1,0
1870,GeForce 8600M GT,89,42,108.1,0.82,20.0,4.45,2011,0,0,1,0,0,0
1871,GeForce 6600,88,69,264.0,0.33,21.374000000000002,4.2529999999999974,2009,1,0,0,0,0,0
1872,GeForce 7500 LE,87,82,101.01269999999994,0.7323000000000001,24.221999999999998,3.4374000000000042,2012,1,0,0,0,0,0
1873,Quadro FX 360M,87,308,102.05279999999993,0.7337000000000004,17.0,5.11,2009,0,0,0,0,0,1
1874,Intel G33/G31 Express,86,25,128.3923999999999,0.6217000000000003,24.878,3.3920000000000057,2010,1,0,0,0,0,0
1875,ION,86,20,229.99,0.37,19.612000000000002,4.718799999999998,2009,0,0,0,0,1,0
1876,Quadro FX 350,86,378,214.12030000000007,0.4050999999999999,21.0,4.09,2009,0,0,0,0,0,1
1877,FireGL V3200,85,236,143.53169999999992,0.5988000000000001,22.583999999999996,3.7143000000000024,2009,0,0,0,0,0,1
1878,GeForce 9300M G,85,242,151.43859999999987,0.5588,13.0,6.52,2009,0,0,1,0,0,0
1879,Radeon X1650 Pro,85,241,160.89,0.53,44.0,1.93,2010,1,0,0,0,0,0
1880,ALL-IN-WONDER X800 GT,84,186,193.91780000000006,0.41559999999999997,17.242,4.7631999999999985,2009,0,0,0,0,1,0
1881,GeForce 9300 GE,84,54,22.99,3.66,25.968000000000004,3.7985000000000015,2009,1,0,0,0,0,0
1882,GeForce 999 GTX,84,138,170.1372,0.4514999999999998,38.62,24.746999999999968,2017,0,0,0,0,1,0
1883,Quadro FX 370,84,385,125.0,0.67,35.0,2.39,2009,0,0,0,0,0,1
1884,Radeon X1300 PRO,84,313,113.2255,0.6932000000000006,29.212,2.9947000000000044,2009,0,0,0,0,1,0
1885,RADEON X800 GT,84,423,160.05979999999997,0.5447000000000004,27.15,3.312800000000004,2009,1,0,0,0,0,0
1886,Intel G41 Express Chipset,83,24,135.54439999999988,0.6203000000000002,25.006,3.229900000000005,2009,0,0,0,0,1,0
1887,nForce 750a SLI,83,351,152.7068,0.5700000000000002,28.221999999999998,2.9966000000000044,2009,0,0,0,0,1,0
1888,GeForce 7300 GS,82,57,163.27159999999992,0.4909999999999997,20.522,4.1041,2009,1,0,0,0,0,0
1889,GeForce 9100,82,345,149.40159999999995,0.6126000000000005,30.256000000000004,2.881500000000001,2009,0,0,0,0,1,0
1890,GeForce 9300 SE,82,344,193.35940000000002,0.42280000000000023,30.065,19.858799999999984,2015,0,0,0,0,1,0
1891,MOBILITY FireGL V5000,82,223,239.72469999999993,0.35539999999999977,22.51,3.5648000000000013,2009,0,0,0,0,0,1
1892,Mobility Radeon X2500,82,235,158.03579999999997,0.5052000000000002,23.98,3.2367000000000035,2009,0,0,1,0,0,0
1893,nForce 980a/780a SLI,82,367,133.73149999999998,0.6370000000000007,33.001999999999995,2.6680999999999977,2009,0,0,0,0,1,0
1894,Radeon HD 3200,82,227,222.4439000000002,0.3756999999999997,37.835,2.2093000000000003,2012,0,0,0,0,1,0
1895,RADEON X850 XT Platinum Edition,82,261,154.40859999999992,0.5181,32.641,2.7835,2011,1,0,0,0,0,0
1896,GeForce 8400,81,160,589.99,0.14,34.88,2.4543000000000017,2009,0,0,0,0,1,0
1897,Mobility Radeon 4100,81,265,150.56959999999992,0.5547000000000001,26.241999999999997,2.9053000000000044,2010,0,0,0,0,1,0
1898,Quadro FX 540,81,294,59.99,1.35,35.0,2.31,2009,0,0,0,0,0,1
1899,RADEON X800 XT Platinum Edition,81,170,148.89350000000002,0.5772999999999997,30.535,2.960900000000001,2012,1,0,0,0,0,0
1900,RADEON X850 XT,81,326,184.0570999999999,0.3986000000000001,19.855,3.9447999999999968,2009,1,0,0,0,0,0
1901,RADEON X800GT,80,264,152.7994,0.5239,23.55,3.1040000000000036,2009,0,0,0,0,1,0
1902,GeForce 8100 / nForce 720a,79,308,99.26879999999991,0.7515000000000004,26.863999999999997,2.8934000000000037,2009,0,0,0,0,1,0
1903,GeForce 7300 LE,78,85,32.0,2.43,25.308999999999997,3.3720000000000026,2012,1,0,0,0,0,0
1904,Radeon HD 2350,77,262,158.5189,0.4623000000000001,20.0,3.83,2009,1,0,0,0,0,0
1905,M860G with Mobility Radeon 4100,76,203,210.29839999999993,0.3615999999999996,17.742,4.558999999999999,2009,0,0,0,0,1,0
1906,Quadro NVS 160M,76,46,223.23960000000005,0.34289999999999965,12.0,6.36,2009,0,0,0,0,0,1
1907,RADEON X700 PRO,76,302,107.40279999999991,0.6503,29.381999999999998,2.8350000000000035,2009,1,0,0,0,0,0
1908,GeForce 9400M,75,102,169.95659999999995,0.3891999999999998,18.942,4.065499999999999,2009,0,0,0,0,1,0
1909,Intel G45/G43 Express Chipset,75,30,110.14689999999995,0.6304,24.0,3.11,2009,1,0,0,0,0,0
1910,Quadro NVS 295,75,73,63.0,1.19,23.0,3.27,2009,0,0,0,0,0,1
1911,Radeon X1650 GTO,75,384,236.49430000000004,0.3461999999999998,25.08,2.8913000000000038,2009,0,0,0,0,1,0
1912,FireMV 2450,74,610,429.92020000000014,0.2533999999999998,110.97,1.6516000000000008,2011,0,0,0,0,1,0
1913,GeForce 7350 LE,74,281,147.5233,0.5170999999999998,26.195999999999998,2.8110000000000035,2009,0,0,0,0,1,0
1914,Radeon 3100,74,228,225.99,0.33,33.01,2.6243000000000007,2012,0,0,0,0,1,0
1915,GeForce 8600M GS,73,57,134.93199999999996,0.5128999999999998,20.0,3.67,2009,0,0,1,0,0,0
1916,Mobility Radeon HD 4300 Serisi,73,216,213.12790000000015,0.3255999999999995,31.54,11.739100000000002,2013,0,0,0,0,1,0
1917,RADEON X700,73,248,189.86039999999994,0.36409999999999987,26.49,2.780000000000003,2010,1,0,0,0,0,0
1918,RADEON X800 PRO/GTO,73,181,212.05620000000008,0.3174999999999997,17.962,4.535,2009,1,0,0,0,0,0
1919,RADEON X850 PRO,73,157,228.64440000000002,0.30969999999999975,22.39,3.4334000000000002,2010,1,0,0,0,0,0
1920,FireGL V7100,72,223,328.67,0.22,27.131999999999998,2.763800000000004,2009,0,0,0,0,0,1
1921,GeForce 8200M G,72,72,106.12879999999997,0.5743999999999998,19.2,3.74,2009,0,0,1,0,0,0
1922,M880G with Mobility Radeon HD 4225,72,183,204.52570000000006,0.34649999999999964,22.84,3.3686000000000003,2010,0,0,0,0,1,0
1923,MEDION RADEON 9800 XXL,72,187,222.74520000000007,0.3223999999999997,24.55,2.918700000000004,2010,0,0,0,0,1,0
1924,FireGL V3300,71,326,235.73239999999987,0.30659999999999976,24.9,2.796600000000004,2009,0,0,0,0,0,1
1925,Radeon X1650 SE,71,358,204.86049999999992,0.35549999999999976,23.45,3.317000000000001,2009,0,0,0,0,1,0
1926,Radeon X550XTX,71,240,162.94469999999993,0.4499000000000002,22.824,3.346600000000001,2009,0,0,0,0,1,0
1927,RADEON X700 SE,71,348,202.0423999999999,0.3517999999999998,23.54,3.0671000000000026,2009,1,0,0,0,0,0
1928,BASICDISPLAY,70,691,295.6382000000001,0.25629999999999975,86.26,17.684199999999986,2015,0,0,0,0,1,0
1929,Diamond X1300-PCIE 256MB,70,286,193.42720000000017,0.3613999999999998,30.14,11.905800000000001,2013,0,0,0,0,1,0
1930,GeForce 9100M G,70,54,90.12429999999989,0.6845999999999998,23.233,3.603800000000003,2009,0,0,0,0,1,0
1931,Quadro NVS 420,70,186,150.0,0.47,15.952,4.540999999999999,2009,0,0,0,0,1,0
1932,FireGL V3350,69,336,227.36939999999993,0.3146999999999997,24.26,2.833900000000005,2009,0,0,0,0,0,1
1933,GeForce Go 6600,69,209,186.97770000000008,0.3437999999999999,17.652,4.376200000000001,2009,0,0,1,0,0,0
1934,Quadro FX 3000,69,178,166.61,0.41,16.982,4.3989,2009,0,0,0,0,0,1
1935,Radeon X1600 Pro / X1300XT,69,285,158.49650000000003,0.44350000000000017,33.33,2.5312999999999986,2010,0,0,0,0,1,0
1936,RADEON X800 XL,69,271,164.5041,0.4322999999999999,30.301,2.7398000000000002,2011,1,0,0,0,0,0
1937,GeForce 8400 SE,68,290,146.07350000000005,0.4844999999999999,25.872,2.779800000000003,2009,0,0,0,0,1,0
1938,GeForce 9400M G,68,61,116.19139999999994,0.5578,12.0,5.65,2009,0,0,1,0,0,0
1939,Intel B43 Express Chipset,68,188,185.94030000000006,0.3393999999999999,16.652,4.376800000000001,2009,0,0,0,0,1,0
1940,Intel G45/G43/G41 Express Chipset,68,318,281.9487000000001,0.25559999999999977,34.015,2.3313999999999995,2011,0,0,0,0,1,0
1941,Matrox G200eR WDDM 2.0,68,457,198.4921000000001,0.36619999999999986,28.1,28.249699999999976,2017,0,0,0,0,1,0
1942,256MB RADEON X600,67,252,160.49,0.42,23.842,2.943000000000004,2009,0,0,0,0,1,0
1943,GeForce 8300 GS,67,314,152.5925,0.4542,40.0,1.67,2009,1,0,0,0,0,0
1944,MOBILITY RADEON X700,67,200,192.9123,0.34929999999999994,22.69,3.2804000000000015,2010,0,0,1,0,0,0
1945,Quadro NVS 135M,67,74,118.69959999999999,0.5411999999999999,10.0,6.67,2010,0,0,0,0,0,1
1946,Radeon X1550,67,253,155.0,0.43,27.0,2.47,2009,1,0,0,0,0,0
1947,128MB DDR Radeon 9800 Pro,66,175,105.54499999999996,0.5269999999999992,14.947000000000003,4.406800000000002,2009,0,0,0,0,1,0
1948,GeForce Go 7400,66,112,179.25089999999997,0.3449000000000001,16.502,4.231600000000001,2009,0,0,1,0,0,0
1949,Mobility Radeon HD 4225,66,174,118.92819999999996,0.5184999999999996,15.64,4.4292000000000025,2010,0,0,1,0,0,0
1950,GeForce G 105M,65,32,112.39939999999996,0.5277999999999998,14.0,4.67,2009,0,0,1,0,0,0
1951,RADEON X800 PRO,65,190,220.3520000000001,0.3038999999999998,17.562,4.350600000000002,2009,1,0,0,0,0,0
1952,GeForce 8400M GT,64,68,137.39949999999996,0.4758999999999998,14.0,4.56,2009,0,0,1,0,0,0
1953,M71-M,64,141,206.6484,0.3322999999999998,21.65,3.666199999999999,2010,0,0,0,0,1,0
1954,Quadro FX 550,64,325,287.82,0.22,25.0,2.55,2009,0,0,0,0,0,1
1955,Quadro NVS 450,64,154,159.0,0.4,17.552,4.1232999999999995,2009,0,0,0,0,1,0
1956,Intel HD manual-15.28-1861,63,72,126.30309999999996,0.49079999999999985,15.768000000000002,21.925899999999974,2015,0,0,0,0,1,0
1957,Mobility Radeon HD 3410,63,130,198.0664,0.33589999999999987,19.95,3.869599999999999,2010,0,0,1,0,0,0
1958,128 DDR Radeon 9800 Pro,62,191,264.7360000000001,0.26619999999999977,24.66,2.804300000000004,2010,0,0,0,0,1,0
1959,MOBILITY FireGL V3200,62,238,143.19210000000012,0.4666999999999997,15.412,4.2985999999999995,2009,0,0,0,0,0,1
1960,GeForce G 103M,61,37,135.05509999999992,0.4666999999999998,14.0,4.39,2012,0,0,1,0,0,0
1961,SAPPHIRE Radeon X1550,61,285,158.81270000000015,0.4078000000000001,30.22,2.608600000000001,2010,0,0,0,0,1,0
1962,MOBILITY RADEON X700 XL,60,189,262.45650000000006,0.24799999999999986,24.13,2.821100000000004,2010,0,0,0,0,1,0
1963,Radeon 2100,60,286,174.29,0.34,25.04,2.7704000000000035,2009,0,0,0,0,1,0
1964,FireGL X1,59,167,247.52060000000023,0.23420000000000005,18.232,4.1791,2009,0,0,0,0,1,0
1965,GeForce 6800 XE,59,166,284.9915000000003,0.19190000000000004,20.851999999999997,3.556299999999999,2009,0,0,0,0,1,0
1966,GeForce 8400M G,59,241,132.4654000000001,0.4623999999999998,10.0,5.87,2009,0,0,1,0,0,0
1967,GeForce FX 5950 Ultra,59,274,141.74560000000014,0.4424999999999997,22.142,3.3782000000000005,2009,1,0,0,0,0,0
1968,Matrox G200e WDDM 1.2,59,505,334.6986000000002,0.22119999999999995,51.85,10.957999999999995,2013,0,0,0,0,1,0
1969,RADEON 9800 PRO,59,153,208.8579000000001,0.2569,16.402,4.061300000000001,2009,1,0,0,0,0,0
1970,Intel - Express Chipset Q45/Q43,58,336,216.40839999999992,0.27419999999999994,27.39,2.732000000000003,2011,0,0,0,0,1,0
1971,Mobile Intel 965 Express,58,17,174.51129999999998,0.29320000000000007,19.32,3.7147999999999994,2010,0,0,0,0,1,0
1972,RADEON 9800,58,191,325.0,0.18,26.83,2.736500000000003,2010,1,0,0,0,0,0
1973,Radeon X1300,58,237,95.78,0.61,23.031000000000002,3.321500000000003,2009,1,0,0,0,0,0
1974,Intel - Express Chipset G41,57,325,222.1819999999999,0.26729999999999987,27.16,2.722300000000003,2011,0,0,0,0,1,0
1975,Intel G41 Express-Chipsatz,57,267,205.3209000000002,0.2839999999999999,27.58,2.6916000000000024,2012,0,0,0,0,1,0
1976,Intel Q45/Q43 Express-Chipsatz,57,352,196.9528,0.2976,25.87,2.767900000000003,2010,0,0,0,0,1,0
1977,RADEON 9800 XT,57,160,359.29890000000034,0.18090000000000003,23.932,3.0610000000000035,2009,1,0,0,0,0,0
1978,RADEON X600 256MB HyperMemory,57,210,159.53020000000018,0.36429999999999985,17.072,4.0945,2009,1,0,0,0,0,0
1979,RADEON X550XT,56,224,161.71380000000016,0.36900000000000005,17.52,4.099,2009,0,0,0,0,1,0
1980,RADEON 9700 PRO,54,149,176.879,0.27770000000000006,16.36,3.880400000000002,2009,1,0,0,0,0,0
1981,FireGL V3100,53,275,117.70300000000005,0.4980999999999998,25.93,2.7552000000000025,2009,0,0,0,0,0,1
1982,GeForce 7100 GS,52,133,186.45719999999997,0.274,13.97,4.211200000000002,2009,1,0,0,0,0,0
1983,GeForce Go 7300,52,114,158.27739999999991,0.3601999999999998,24.41,2.997900000000003,2012,0,0,1,0,0,0
1984,Matrox G200eh WDDM 1.2,52,448,225.40520000000012,0.28059999999999996,27.86,17.130999999999982,2014,0,0,0,0,1,0
